Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees
Virginia Polytechnic Institute and State University,233921,2017,Football Bowl Subdivision,Atlantic Coast Conference,5405286.528,2715973.983,16646924.72,4550214.665,35328458.99,18279062.8,2811.746526,9382210.044
Virginia Polytechnic Institute and State University,233921,2018,Football Bowl Subdivision,Atlantic Coast Conference,5521924.557,2298542.387,22998724.82,3262329.562,37392394.96,20024521.24,6824.142186,10001812.6
Virginia Polytechnic Institute and State University,233921,2019,Football Bowl Subdivision,Atlantic Coast Conference,7986552.335,2848316.229,19130418.19,258145.6402,36541075.19,20796621.76,2610.814142,10402519.16
Virginia Polytechnic Institute and State University,233921,2020,Football Bowl Subdivision,Atlantic Coast Conference,6452957,2887302,21956292,11700,37758848,19200364,2428,10924067
Virginia Polytechnic Institute and State University,233921,2021,Football Bowl Subdivision,Atlantic Coast Conference,3645548,2897488,16329303,0,38006000,49060,18479268,10889955
Washington State University,236939,2005,Football Bowl Subdivision,Pacific-12 Conference,2863248.202,1376458.393,5983884.689,1044801.519,10381555,5952334.355,8859025.726,1164063.825
Washington State University,236939,2006,Football Bowl Subdivision,Pacific-12 Conference,2973792.621,1746473.715,7634365.597,1753324.278,9551962.162,7315840.101,8800100.049,1215430.561
Washington State University,236939,2007,Football Bowl Subdivision,Pacific-12 Conference,3089454.576,2682214.322,8379594.77,1684331.28,9518072.275,7070955.962,8954342.589,1345844.82
Washington State University,236939,2008,Football Bowl Subdivision,Pacific-12 Conference,3066236.004,2614726.955,9030162.953,2637417.446,11235493.38,8116181.871,9586245.887,1341281.411
Washington State University,236939,2009,Football Bowl Subdivision,Pacific-12 Conference,2990733.087,3076050.041,9321058.768,1424243.748,10148869.19,7215348.233,9763640.013,2256523.77
Washington State University,236939,2010,Football Bowl Subdivision,Pacific-12 Conference,3471999.832,4656028.977,8017453.177,3031434.933,10283487.49,6149465.269,8886693.748,2210636.704
Washington State University,236939,2011,Football Bowl Subdivision,Pacific-12 Conference,2299208.729,4493516.511,8178694.433,1478524.385,10416277.94,5869980.738,11417893.75,1850215.6
Washington State University,236939,2012,Football Bowl Subdivision,Pacific-12 Conference,1521110.502,4436674.126,8854639.181,1597477.601,14465918.78,7380235.413,8644226.666,1266865.756
Washington State University,236939,2013,Football Bowl Subdivision,Pacific-12 Conference,1742697.746,3610323.216,9192889.76,641036.7138,22463006.33,7539852.719,6054680.641,1184139.238
Washington State University,236939,2014,Football Bowl Subdivision,Pacific-12 Conference,3680973.38,4039311.408,7672071.49,1272539.816,25352878.54,6437327.419,9964113.577,1082754.277
Washington State University,236939,2015,Football Bowl Subdivision,Pacific-12 Conference,3973216.634,4342798.679,7226102.074,396378.5446,29042926.77,7432867.537,5438088.69,1235982.555
Washington State University,236939,2016,Football Bowl Subdivision,Pacific-12 Conference,3553662.365,6842288.441,8323659.913,375655.3477,32957963.34,5965555.13,4454537.724,883124.6784
Washington State University,236939,2017,Football Bowl Subdivision,Pacific-12 Conference,3474860.464,4644442.489,8671524.48,333439.5617,37120478.08,8084021.5,3897411.168,1659625.204
Washington State University,236939,2018,Football Bowl Subdivision,Pacific-12 Conference,3367474.535,4576440.225,9591340.603,0,35415106.72,8663980.804,3878176.186,1623104.852
Washington State University,236939,2019,Football Bowl Subdivision,Pacific-12 Conference,4092380.809,4633396.368,11849226.04,320100.5939,36525561.15,9625653.645,4008009.703,1521383.861
Washington State University,236939,2020,Football Bowl Subdivision,Pacific-12 Conference,5500495,4341126,14602614,100000,36069577,8620981,4065489,1440904
Washington State University,236939,2021,Football Bowl Subdivision,Pacific-12 Conference,1277910,3412926,7785483,0,22486946,7365,4065091,1053997
West Virginia University,238032,2005,Football Bowl Subdivision,Big East Conference,5474313.719,5217205.063,9167164.633,1269770.102,9470960.681,10166360.17,203851.9776,3481185.236
West Virginia University,238032,2006,Football Bowl Subdivision,Big East Conference,4993260.496,5760020.272,25323789.91,1148772.376,10555094.6,12409646.99,183863.6638,3711612.107
West Virginia University,238032,2007,Football Bowl Subdivision,Big East Conference,5303422.617,5722332.58,16711816.69,1698466.244,8971878.982,15839536.86,215841.5535,4166983.473
West Virginia University,238032,2008,Football Bowl Subdivision,Big East Conference,5501359.952,6742322.848,17627006.76,1480462.021,11826690.32,17659988.27,194210.7022,4196169.838
West Virginia University,238032,2009,Football Bowl Subdivision,Big East Conference,3633248.574,7801064.165,18688917.48,1565416.875,10379866.27,20062376.64,243964.3616,4769529.206
West Virginia University,238032,2010,Football Bowl Subdivision,Big East Conference,7484998.092,7034613.928,18669455.68,1707581.256,12843727.06,20832903.41,180874.8292,4869687.31
West Virginia University,238032,2011,Football Bowl Subdivision,Big East Conference,3959912.964,5152256.307,21125977.54,1763386.859,12396607.21,20133134.92,168268.152,4854835.221
West Virginia University,238032,2012,Football Bowl Subdivision,Big East Conference,14406642.01,3646532.909,25646957.75,941207.0755,16246244.1,24303258.21,163436.3678,4899341.78
West Virginia University,238032,2013,Football Bowl Subdivision,Big 12 Conference,8733905.251,5010130.758,26570439.63,3156705.862,14115019.62,23787922.56,146077.491,4810555.031
West Virginia University,238032,2014,Football Bowl Subdivision,Big 12 Conference,6878290.889,12804079.17,21525622.11,375169.6638,17855512.33,20570951.59,143745.6166,4711936.161
West Virginia University,238032,2015,Football Bowl Subdivision,Big 12 Conference,5713644.939,11975391.86,28267686.77,3890354.955,23951752.29,20240504.75,129086.1874,4678958.26
West Virginia University,238032,2016,Football Bowl Subdivision,Big 12 Conference,6393811.198,12322044.71,36108848.83,369452.692,32956000.75,20871407.11,51003.68765,4305300.878
West Virginia University,238032,2017,Football Bowl Subdivision,Big 12 Conference,10592001.21,7527986.218,36532546.42,2323825.619,34013308.11,21351790.72,0,4400261.889
West Virginia University,238032,2018,Football Bowl Subdivision,Big 12 Conference,7016915.699,9616132.616,30820637.81,3157094.92,33398115.59,17593026.09,0,4233011.997
West Virginia University,238032,2019,Football Bowl Subdivision,Big 12 Conference,7960360.169,10633250.74,19252467.43,3054225.34,39632472.49,19463763.18,,3951044.553
West Virginia University,238032,2020,Football Bowl Subdivision,Big 12 Conference,7033571,10331890,10923407,369812,36528383,17842046,,3839995
West Virginia University,238032,2021,Football Bowl Subdivision,Big 12 Conference,4304566,5596371,15292854,50450,33838581,1904599,8987832,3006753
Western Kentucky University,157951,2005,Football Championship Subdivision,,895479.7895,785816.3021,1500021.15,372396.524,717388.1095,1731956.597,7699860.042,5616289.563
Western Kentucky University,157951,2006,Football Championship Subdivision,,991553.4988,689027.1992,1578407.685,862701.0359,775197.1634,1952534.949,8137494.249,5658550.803
Western Kentucky University,157951,2007,Football Championship Subdivision,,950058.3315,675483.7796,1698279.01,500540.5045,821475.5922,1737879.128,10716851.8,4379871.713
Western Kentucky University,157951,2008,Football Bowl Subdivision,Sun Belt Conference,1114103.622,686936.7242,1839111.471,920193.4399,967619.164,1989714.26,9502698.813,6970657.039
Western Kentucky University,157951,2009,Football Bowl Subdivision,Sun Belt Conference,1150754.668,848163.0999,2606925.019,2858143.288,1017507.397,1986962.634,9149094.233,7311440.491
Western Kentucky University,157951,2010,Football Bowl Subdivision,Sun Belt Conference,844689.4402,702405.6407,2817161.784,1380370.533,1482993.902,1977833.593,10741309.98,7640881.449
